,BALANCE_FREQUENCY,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,PRC_FULL_PAYMENT,MONTHLY_AVG_PURCHASE,MONTHLY_AVG_CASH_ADVANCE,LIMIT_USAGE,PAYMENT_MINPAYMENT,PURCHASE_TYPE_NONE,PURCHASE_TYPE_ONEOFF_INSTALLMENT,PURCHASE_TYPE_ONE_OFF
213,1.0,336.41,0.0,0.75,0.75,0.0,0.0,0,9.0,0.0,28.03,0.0,0.13,4.37,0,0,1
214,0.73,0.0,540.0,0.25,0.0,0.17,0.0,0,3.0,0.0,45.0,0.0,0.02,11.28,0,0,0
215,0.18,0.0,36.0,0.17,0.0,0.08,0.0,0,2.0,0.0,3.0,0.0,0.0,0.0,0,0,0
216,1.0,103.1,775.42,1.0,0.17,0.92,0.08,1,39.0,0.0,73.21,16.47,0.75,1.15,0,1,0
217,0.55,67.08,77.18,0.33,0.08,0.17,0.0,0,7.0,0.11,12.02,0.0,0.0,1.78,0,1,0
218,1.0,441.35,52.5,0.5,0.33,0.25,0.83,16,10.0,0.0,41.15,144.86,1.03,1.05,0,1,0
219,1.0,3456.25,1034.44,1.0,0.92,1.0,0.08,1,52.0,0.0,374.22,15.73,0.28,9.89,0,1,0
220,1.0,6099.16,3886.2405000000003,1.0,0.75,1.0,0.0,0,116.51000000000022,0.0,758.6519000000003,0.0,0.9,1.41,0,1,0
221,1.0,1792.7,36.5,1.0,1.0,0.08,0.0,0,17.0,0.0,152.43,0.0,0.44,0.99,0,1,0
222,0.86,75.99,0.0,0.14,0.14,0.0,0.0,0,1.0,0.0,10.86,0.0,0.02,0.7,0,0,1
223,1.0,1598.56,225.6,1.0,0.92,0.75,0.0,0,23.0,0.0,152.01,0.0,0.37,1.1,0,1,0
224,1.0,6689.898200000005,0.0,0.33,0.33,0.0,0.0,0,5.0,0.0,758.6519000000003,0.0,0.77,6.05,0,0,1
225,1.0,100.0,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,8.33,0.0,0.01,1.2,0,0,1
226,1.0,430.69,1001.2,1.0,0.42,0.83,0.0,0,39.0,0.0,119.32,0.0,1.04,0.62,0,1,0
227,1.0,1356.33,904.08,0.83,0.42,0.75,0.0,0,25.0,0.0,188.37,0.0,0.36,2.96,0,1,0
228,0.33,0.0,0.0,0.0,0.0,0.0,0.11,1,0.0,0.5,0.0,51.85,0.0,41.84,1,0,0
229,0.91,1158.84,3886.2405000000003,0.75,0.67,0.58,0.0,0,41.0,0.36,758.6519000000003,0.0,0.14,13.34,0,1,0
230,1.0,482.0,508.7,0.75,0.25,0.58,0.0,0,13.0,0.0,82.56,0.0,0.76,1.15,0,1,0
231,1.0,0.0,3034.92,1.0,0.0,1.0,0.0,0,12.0,0.08,252.91,0.0,0.1,1.07,0,0,0
232,1.0,1038.81,0.0,0.92,0.92,0.0,0.08,1,21.0,0.0,86.57,91.05,0.22,2.88,0,0,1
233,1.0,45.65,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,3.8,0.0,0.89,0.86,0,0,1
234,1.0,1386.3,1255.68,0.83,0.67,0.75,0.08,1,41.0,0.0,220.16,21.99,0.79,1.71,0,1,0
235,1.0,1189.52,0.0,1.0,1.0,0.0,0.0,0,12.0,0.0,99.13,0.0,0.5,0.0,0,0,1
236,1.0,0.0,300.0,0.5,0.0,0.42,0.25,3,6.0,0.0,25.0,233.39,0.64,1.11,0,0,0
237,1.0,42.88,83.81,0.33,0.08,0.25,0.08,1,5.0,0.0,10.56,12.86,0.33,2.58,0,1,0
238,0.55,0.0,247.09,0.5,0.0,0.42,0.17,3,7.0,0.0,20.59,15.2,0.01,5.86,0,0,0
239,1.0,83.0,218.1,0.58,0.17,0.33,0.0,0,10.0,0.0,25.09,0.0,0.96,0.54,0,1,0
240,0.82,1112.2,0.0,0.25,0.25,0.0,0.25,4,4.0,0.0,92.68,634.67,0.45,0.0,0,0,1
241,0.64,1670.5,739.57,0.5,0.08,0.33,0.0,0,15.0,1.0,200.84,0.0,0.06,22.21,0,1,0
242,1.0,4783.34,566.85,1.0,1.0,0.92,0.0,0,101.0,0.17,445.85,0.0,0.16,18.3,0,1,0
243,1.0,630.03,0.0,0.09,0.09,0.0,0.0,0,1.0,0.0,57.28,0.0,0.1,2.0,0,0,1
244,1.0,2080.02,1117.22,1.0,0.67,1.0,0.0,0,49.0,0.0,266.44,0.0,0.94,2.69,0,1,0
245,0.36,0.0,133.0,0.25,0.0,0.17,0.0,0,3.0,0.18,11.08,0.0,0.0,3.15,0,0,0
246,1.0,1023.42,622.74,1.0,0.58,0.75,0.0,0,33.0,0.0,137.18,0.0,0.04,4.46,0,1,0
247,1.0,0.0,79.66,1.0,0.0,1.0,0.0,0,12.0,0.0,6.64,0.0,0.0,1.0,0,0,0
248,1.0,0.0,319.92,1.0,0.0,1.0,0.42,12,12.0,0.0,26.66,896.2334000000003,0.8,4.39,0,0,0
249,1.0,3543.73,133.79,1.0,1.0,0.5,0.0,0,98.0,0.0,306.46,0.0,0.64,1.39,0,1,0
250,1.0,1041.63,0.0,0.25,0.25,0.0,0.33,6,14.0,0.0,86.8,333.66,0.59,4.23,0,0,1
251,1.0,0.0,675.96,1.0,0.0,1.0,0.0,0,12.0,0.08,56.33,0.0,1.0,1.34,0,0,0
252,1.0,0.0,193.14,0.42,0.0,0.42,0.0,0,5.0,0.25,16.1,0.0,0.01,3.06,0,0,0
253,1.0,1703.23,0.0,1.0,1.0,0.0,0.0,0,13.0,1.0,141.94,0.0,0.02,7.91,0,0,1
254,1.0,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.0,0.0,39.08,0.89,1.08,1,0,0
255,0.36,0.0,234.16,0.36,0.0,0.27,0.0,0,4.0,0.5,21.29,0.0,0.01,3.2,0,0,0
256,0.82,29.68,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,2.47,0.0,0.0,1.02,0,0,1
257,1.0,1096.71,225.96,0.83,0.75,0.42,0.25,6,28.0,0.0,110.22,64.52,0.1,3.49,0,1,0
258,1.0,0.0,1607.88,1.0,0.0,1.0,0.0,0,84.0,0.0,133.99,0.0,0.41,0.71,0,0,0
259,1.0,0.0,0.0,0.0,0.0,0.0,0.17,5,0.0,0.08,0.0,143.08,0.93,3.81,1,0,0
260,0.82,3183.0,0.0,0.17,0.17,0.0,0.0,0,2.0,0.0,265.25,0.0,0.25,6.08,0,0,1
261,1.0,1340.34,1673.89,1.0,0.83,1.0,0.08,1,93.0,0.0,251.19,8.63,0.65,2.06,0,1,0
262,1.0,4944.88,2378.5,1.0,0.83,0.75,0.08,1,81.0,0.08,610.28,15.94,0.68,2.18,0,1,0
263,1.0,4072.76,3886.2405000000003,1.0,0.5,0.83,0.5,12,72.0,0.0,758.6519000000003,896.2334000000003,0.78,0.66,0,1,0
264,0.73,74.8,334.13,0.5,0.08,0.5,0.0,0,10.0,0.0,34.08,0.0,0.07,6.92,0,1,0
265,1.0,200.0,3799.92,1.0,0.08,1.0,0.0,0,14.0,0.0,333.33,0.0,1.06,0.57,0,1,0
266,1.0,657.78,2322.68,1.0,0.5,1.0,0.0,0,50.0,0.0,248.37,0.0,0.18,3.86,0,1,0
267,1.0,560.73,0.0,0.92,0.92,0.0,0.0,0,11.0,0.0,46.73,0.0,0.36,1.07,0,0,1
268,1.0,569.9,0.0,0.17,0.17,0.0,0.0,0,3.0,0.08,47.49,0.0,0.01,6.89,0,0,1
269,1.0,6099.08,87.69,0.92,0.75,0.25,0.08,1,38.0,0.08,515.56,158.22,0.23,18.41,0,1,0
270,1.0,3016.98,1533.83,1.0,0.92,1.0,0.08,1,99.0,0.92,379.23,36.54,0.06,20.68,0,1,0
271,1.0,150.8,0.0,0.17,0.17,0.0,0.42,5,2.0,0.0,12.57,138.27,0.52,1.0,0,0,1
272,1.0,1005.1,380.0,1.0,0.5,0.75,0.0,0,21.0,0.83,115.42,0.0,0.01,6.62,0,1,0
273,1.0,6689.898200000005,3886.2405000000003,1.0,1.0,1.0,0.0,0,98.0,0.08,758.6519000000003,0.0,0.45,13.52,0,1,0
274,1.0,44.71,365.53,0.92,0.08,0.92,0.33,13,21.0,0.08,34.19,896.2334000000003,0.32,11.37,0,1,0
275,0.18,47.95,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,4.0,0.0,0.0,3.41,0,0,1
276,1.0,126.57,0.0,0.25,0.25,0.0,0.08,1,4.0,0.0,10.55,15.09,0.89,0.92,0,0,1
277,0.27,380.89,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,31.74,0.0,0.01,0.0,0,0,1
278,1.0,0.0,414.0,0.75,0.0,0.67,0.0,0,9.0,0.5,34.5,0.0,0.14,10.28,0,0,0
279,1.0,630.0,1380.0,1.0,0.17,1.0,0.08,1,14.0,0.0,167.5,99.11,0.18,1.79,0,1,0
280,1.0,4332.65,360.5,0.5,0.42,0.33,0.0,0,12.0,0.0,391.1,0.0,0.57,2.75,0,1,0
281,1.0,0.0,498.96,1.0,0.0,1.0,0.08,1,12.0,0.0,41.58,6.02,1.06,0.51,0,0,0
282,1.0,148.12,76.08,0.58,0.08,0.42,0.0,0,9.0,0.0,18.68,0.0,0.07,2.09,0,1,0
283,1.0,922.84,1933.73,1.0,0.25,1.0,0.0,0,62.0,0.0,238.05,0.0,0.92,1.34,0,1,0
284,0.82,0.0,0.0,0.0,0.0,0.0,0.08,2,0.0,0.18,0.0,56.85,0.09,19.06,1,0,0
285,1.0,0.0,0.0,0.0,0.0,0.0,0.67,16,0.0,0.08,0.0,772.53,0.61,3.35,1,0,0
286,1.0,0.0,0.0,0.0,0.0,0.0,0.08,2,0.0,0.0,0.0,47.27,0.81,1.43,1,0,0
287,1.0,351.87,57.76,0.58,0.58,0.08,0.25,4,12.0,0.0,34.14,156.35,0.59,0.52,0,1,0
288,0.64,843.34,0.0,0.5,0.5,0.0,0.0,0,17.0,0.5,70.28,0.0,0.01,8.34,0,0,1
289,1.0,0.0,0.0,0.0,0.0,0.0,0.17,3,0.0,0.0,0.0,42.73,0.91,0.68,1,0,0
290,1.0,758.52,1477.97,1.0,1.0,0.67,0.0,0,34.0,1.0,186.37,0.0,0.03,8.5,0,1,0
291,1.0,399.41,65.1,0.42,0.25,0.17,0.17,6,10.0,0.0,38.71,209.73,0.97,0.72,0,1,0
292,1.0,1779.0,0.0,0.17,0.17,0.0,0.0,0,2.0,0.0,148.25,0.0,0.72,1.12,0,0,1
293,1.0,0.0,0.0,0.0,0.0,0.0,0.58,9,0.0,0.0,0.0,29.07,1.0,0.86,1,0,0
294,1.0,0.0,456.36,1.0,0.0,0.92,0.0,0,14.0,0.33,38.03,0.0,0.01,2.27,0,0,0
295,0.82,2252.37,3506.34,0.75,0.25,0.75,0.0,0,48.0,1.0,479.89,0.0,0.22,40.24,0,1,0
296,1.0,245.98,0.0,0.17,0.17,0.0,0.25,3,2.0,0.0,20.5,232.72,0.25,5.82,0,0,1
297,1.0,0.0,0.0,0.0,0.0,0.0,0.08,2,0.0,0.0,0.0,274.91,0.46,1.32,1,0,0
298,1.0,733.9,0.0,1.0,1.0,0.0,0.0,0,13.0,0.0,61.16,0.0,0.83,1.89,0,0,1
299,1.0,1641.07,0.0,0.67,0.67,0.0,0.08,1,15.0,0.64,136.76,31.75,0.38,11.56,0,0,1
300,1.0,674.73,0.0,0.25,0.25,0.0,0.17,8,12.0,0.0,56.23,140.41,0.91,0.81,0,0,1
301,1.0,1526.31,1176.16,1.0,0.25,1.0,0.0,0,27.0,0.08,225.21,0.0,0.25,7.5,0,1,0
302,1.0,0.0,0.0,0.0,0.0,0.0,0.08,4,0.0,0.0,0.0,151.46,0.54,8.32,1,0,0
303,0.73,1462.35,116.8,0.58,0.5,0.25,0.0,0,15.0,0.0,131.6,0.0,0.14,2.26,0,1,0
304,1.0,0.0,0.0,0.0,0.0,0.0,0.42,10,0.0,0.0,0.0,716.92,0.84,0.75,1,0,0
305,1.0,451.5,1709.88,1.0,0.17,1.0,0.0,0,41.0,1.0,180.12,0.0,0.05,12.48,0,1,0
306,1.0,446.07,1036.12,1.0,0.58,0.67,0.0,0,26.0,0.67,123.52,0.0,0.03,7.42,0,1,0
307,1.0,544.45,901.6,1.0,0.08,1.0,0.0,0,16.0,0.83,120.5,0.0,0.04,7.32,0,1,0
308,0.91,0.0,0.0,0.0,0.0,0.0,0.18,3,0.0,0.0,0.0,146.03,0.36,0.48,1,0,0
309,1.0,303.7,93.36,0.67,0.17,0.58,0.0,0,12.0,0.0,33.09,0.0,0.27,0.0,0,1,0
310,1.0,459.02,39.15,0.92,0.92,0.08,0.0,0,14.0,0.91,41.51,0.0,0.0,3.75,0,1,0
311,1.0,1296.68,712.44,1.0,1.0,1.0,0.25,10,36.0,0.0,167.43,146.98,0.53,2.84,0,1,0
312,1.0,2399.78,2959.24,1.0,1.0,1.0,0.0,0,60.0,0.0,446.58,0.0,0.09,0.0,0,1,0
313,1.0,0.0,0.0,0.0,0.0,0.0,0.33,5,0.0,0.0,0.0,33.58,0.93,2.12,1,0,0
314,1.0,0.0,0.0,0.0,0.0,0.0,0.17,3,0.0,0.0,0.0,282.88,0.34,1.84,1,0,0
315,1.0,0.0,0.0,0.0,0.0,0.0,0.36,7,0.0,0.0,0.0,76.59,0.19,0.85,1,0,0
316,0.86,0.0,0.0,0.0,0.0,0.0,0.14,4,0.0,0.0,0.0,896.2334000000003,0.69,0.75,1,0,0
317,1.0,126.2,0.0,0.83,0.83,0.0,0.0,0,10.0,0.0,10.52,0.0,0.51,0.75,0,0,1
318,1.0,0.0,225.0,1.0,0.0,1.0,0.0,0,12.0,0.17,18.75,0.0,0.03,1.14,0,0,0
319,0.09,159.0,575.97,0.83,0.08,0.75,0.0,0,16.0,0.0,61.25,0.0,0.0,137.18110000000036,0,1,0
320,1.0,0.0,14.95,0.08,0.0,0.08,0.42,11,1.0,0.0,1.25,181.11,0.83,1.1,0,0,0
321,1.0,350.0,524.98,0.75,0.08,0.67,0.33,9,16.0,0.0,72.92,387.81,0.74,0.93,0,1,0
322,1.0,0.0,0.0,0.0,0.0,0.0,0.33,7,0.0,0.0,0.0,203.61,0.9,0.6,1,0,0
323,1.0,445.2,0.0,0.17,0.17,0.0,0.0,0,4.0,0.0,37.1,0.0,0.28,1.8,0,0,1
324,1.0,0.0,0.0,0.0,0.0,0.0,0.67,9,0.0,0.0,0.0,272.05,0.42,1.18,1,0,0
325,1.0,0.0,689.34,1.0,0.0,1.0,0.0,0,24.0,0.33,57.44,0.0,0.04,3.06,0,0,0
326,0.73,420.6,1586.27,0.67,0.08,0.67,0.0,0,26.0,0.1,167.24,0.0,0.2,13.33,0,1,0
327,1.0,678.0,0.0,1.0,1.0,0.0,0.25,4,12.0,0.0,56.5,77.27,0.98,1.0,0,0,1
328,1.0,0.05,0.0,0.08,0.08,0.0,0.33,7,1.0,0.0,0.0,141.72,0.85,2.95,0,0,1
329,1.0,3032.97,52.72,1.0,1.0,0.08,0.0,0,21.0,1.0,257.14,0.0,0.04,13.96,0,1,0
330,1.0,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.0,0.0,11.85,0.89,0.57,1,0,0
331,0.91,1080.0,0.0,0.75,0.75,0.0,0.0,0,12.0,1.0,90.0,0.0,0.02,6.37,0,0,1
332,1.0,2417.41,303.75,1.0,0.5,1.0,0.0,0,32.0,0.08,226.76,0.0,0.11,17.64,0,1,0
333,1.0,1383.56,1712.4,1.0,0.92,0.83,0.0,0,32.0,0.58,258.0,0.0,0.03,20.3,0,1,0
334,0.91,0.0,0.0,0.0,0.0,0.0,0.83,13,0.0,0.0,0.0,145.52,1.01,1.03,1,0,0
335,1.0,0.0,71.07,0.25,0.0,0.17,0.17,9,3.0,0.0,5.92,299.6,0.31,11.57,0,0,0
336,0.18,0.0,65.0,0.17,0.0,0.17,0.0,0,2.0,0.0,5.42,0.0,0.08,13.4,0,0,0
337,1.0,4397.64,388.97,0.92,0.83,0.5,0.0,0,61.0,1.0,398.88,0.0,0.06,23.28,0,1,0
338,0.45,0.0,174.42,0.33,0.0,0.25,0.0,0,5.0,0.75,14.53,0.0,0.01,2.32,0,0,0
339,1.0,0.0,242.88,1.0,0.0,1.0,0.0,0,12.0,0.09,20.24,0.0,0.25,6.83,0,0,0
340,1.0,216.94,0.0,0.17,0.17,0.0,0.17,5,3.0,0.0,18.08,84.33,0.28,0.74,0,0,1
341,0.45,2246.3,0.0,0.33,0.33,0.0,0.42,20,8.0,0.8,187.19,896.2334000000003,0.19,78.78,0,0,1
342,1.0,361.73,0.0,0.17,0.17,0.0,0.08,1,2.0,0.0,30.14,16.56,0.84,1.24,0,0,1
343,0.6,330.0,0.0,0.1,0.1,0.0,0.0,0,1.0,0.0,33.0,0.0,0.04,4.05,0,0,1
344,1.0,1797.96,1056.15,1.0,0.83,0.92,0.0,0,51.0,1.0,237.84,0.0,0.03,13.83,0,1,0
345,0.45,90.0,300.0,0.5,0.08,0.5,0.0,0,7.0,0.0,32.5,0.0,0.01,4.05,0,1,0
346,1.0,422.18,0.0,1.0,1.0,0.0,0.0,0,12.0,0.0,35.18,0.0,0.35,6.73,0,0,1
347,1.0,464.5,541.02,1.0,0.5,0.83,0.0,0,33.0,0.0,83.79,0.0,0.34,7.86,0,1,0
348,1.0,959.1,1173.83,1.0,0.33,1.0,0.75,20,74.0,0.0,177.74,445.0,0.32,9.89,0,1,0
349,0.91,0.0,284.72,0.67,0.0,0.67,0.0,0,16.0,0.8,23.73,0.0,0.0,2.21,0,0,0
350,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,37.97,0.4,1.11,1,0,0
351,1.0,2480.85,763.31,1.0,0.67,0.5,0.0,0,29.0,0.0,270.35,0.0,0.15,10.06,0,1,0
352,1.0,905.17,1585.0,0.5,0.17,0.42,0.5,11,8.0,0.0,207.51,442.5,0.94,0.8,0,1,0
353,0.09,1098.31,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,91.53,0.0,0.01,0.0,0,0,1
354,0.18,636.15,0.0,0.17,0.17,0.0,0.0,0,5.0,0.18,53.01,0.0,0.0,16.07,0,0,1
355,1.0,1702.62,1316.31,1.0,1.0,1.0,0.0,0,99.0,0.17,251.58,0.0,0.39,8.8,0,1,0
356,1.0,202.97,1020.0,1.0,0.25,1.0,0.0,0,16.0,1.0,101.91,0.0,0.01,6.15,0,1,0
357,1.0,0.0,110.18,0.33,0.0,0.33,0.33,17,4.0,0.0,9.18,546.0,0.86,0.7,0,0,0
358,0.64,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.2,0.0,99.33,0.07,10.73,1,0,0
359,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,3.04,0.86,1.04,1,0,0
360,1.0,603.77,380.0,0.67,0.42,0.25,0.0,0,15.0,0.0,81.98,0.0,0.25,1.77,0,1,0
361,1.0,0.0,0.0,0.0,0.0,0.0,0.25,3,0.0,0.0,0.0,39.54,0.84,2.45,1,0,0
362,0.75,287.0,136.24,0.62,0.38,0.38,0.0,0,9.0,0.0,52.9,0.0,0.01,2.2,0,1,0
363,1.0,4719.5,1360.0,0.92,0.25,0.67,0.25,22,31.0,0.42,506.62,852.27,0.26,24.34,0,1,0
364,1.0,439.38,0.0,0.08,0.08,0.0,0.25,8,2.0,0.0,36.62,60.64,0.68,0.9,0,0,1
365,1.0,0.0,1207.25,1.0,0.0,1.0,0.0,0,59.0,0.0,100.6,0.0,1.06,0.99,0,0,0
366,1.0,259.13,0.0,0.08,0.08,0.0,0.0,0,1.0,0.25,21.59,0.0,0.1,1.07,0,0,1
367,1.0,0.0,1627.69,1.0,0.0,1.0,0.0,0,49.0,0.0,135.64,0.0,1.05,0.33,0,0,0
368,1.0,0.0,0.0,0.0,0.0,0.0,0.5,10,0.0,0.0,0.0,285.26,0.97,1.16,1,0,0
369,1.0,0.0,0.0,0.0,0.0,0.0,0.25,3,0.0,0.08,0.0,314.06,0.8,4.6,1,0,0
370,1.0,5439.96,310.0,1.0,1.0,0.25,0.0,0,50.0,0.83,479.16,0.0,0.04,28.17,0,1,0
371,1.0,0.02,1490.92,1.0,0.17,1.0,0.17,4,25.0,0.0,124.24,234.42,0.98,0.59,0,1,0
372,0.18,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,194.43,0.09,0.0,1,0,0
373,1.0,3529.88,1539.0,1.0,1.0,1.0,0.0,0,76.0,0.08,422.41,0.0,0.25,10.44,0,1,0
374,1.0,0.0,1067.28,1.0,0.0,1.0,0.0,0,30.0,0.0,88.94,0.0,1.02,0.66,0,0,0
375,0.55,64.12,0.0,0.17,0.17,0.0,0.0,0,2.0,0.0,5.34,0.0,0.0,2.31,0,0,1
376,1.0,2762.92,3886.2405000000003,0.92,0.75,0.83,0.0,0,39.0,0.0,571.3,0.0,0.61,1.7,0,1,0
377,0.64,0.0,1631.0,0.58,0.0,0.58,0.0,0,7.0,1.0,135.92,0.0,0.06,16.22,0,0,0
378,0.91,180.91,0.0,0.17,0.17,0.0,0.0,0,6.0,0.0,15.08,0.0,0.17,3.64,0,0,1
379,1.0,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.0,0.0,14.41,0.96,0.63,1,0,0
380,1.0,0.0,136.88,0.17,0.0,0.17,0.17,2,2.0,0.0,11.41,42.93,0.89,1.03,0,0,0
381,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,15.63,0.28,6.19,1,0,0
382,0.73,343.21,0.0,0.25,0.25,0.0,0.33,8,4.0,0.0,28.6,134.16,0.72,0.29,0,0,1
383,0.27,16.5,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,1.38,0.0,0.0,0.86,0,0,1
384,1.0,4584.78,1123.4,1.0,0.75,0.75,0.0,0,47.0,1.0,475.68,0.0,0.13,24.08,0,1,0
385,0.3,42.3,0.0,0.1,0.1,0.0,0.2,5,1.0,0.0,4.23,396.77,0.14,0.56,0,0,1
386,1.0,46.67,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,3.89,0.0,0.85,0.53,0,0,1
387,1.0,0.0,0.0,0.0,0.0,0.0,0.25,4,0.0,0.0,0.0,409.16,0.88,0.02,1,0,0
388,1.0,0.0,699.12,1.0,0.0,1.0,0.0,0,24.0,0.58,58.26,0.0,0.03,3.8,0,0,0
389,1.0,0.0,245.39,0.58,0.0,0.5,0.0,0,7.0,0.0,20.45,0.0,0.12,1.99,0,0,0
390,1.0,98.0,0.0,0.17,0.17,0.0,0.0,0,2.0,0.0,8.17,0.0,0.17,0.87,0,0,1
391,1.0,857.36,0.0,1.0,1.0,0.0,0.0,0,13.0,0.08,71.45,0.0,0.23,7.87,0,0,1
392,0.82,1247.12,1500.0,0.25,0.08,0.17,0.08,1,4.0,0.1,228.93,20.5,0.3,9.82,0,1,0
393,1.0,1137.4,3886.2405000000003,1.0,0.25,1.0,0.17,8,116.51000000000022,0.0,758.6519000000003,227.38,1.02,0.45,0,1,0
394,1.0,0.0,600.0,0.5,0.0,0.42,0.0,0,6.0,0.0,50.0,0.0,0.2,1.35,0,0,0
395,1.0,0.0,0.0,0.0,0.0,0.0,0.08,2,0.0,0.0,0.0,197.41,0.25,0.75,1,0,0
396,1.0,5.0,250.12,0.67,0.25,0.5,0.0,0,11.0,0.0,21.26,0.0,0.53,1.52,0,1,0
397,1.0,1180.0,41.53,0.33,0.17,0.17,0.17,7,2.0,0.25,203.59,179.8,0.77,13.4,0,1,0
398,1.0,0.0,0.0,0.0,0.0,0.0,0.25,6,0.0,0.0,0.0,164.54,0.39,0.83,1,0,0
399,1.0,199.65,580.99,1.0,0.17,0.83,0.33,6,22.0,0.0,65.05,102.3,0.65,1.37,0,1,0
400,1.0,223.0,1309.1,0.75,0.17,0.67,0.0,0,14.0,0.0,127.68,0.0,0.09,8.62,0,1,0
401,1.0,0.0,778.33,0.92,0.0,0.92,0.0,0,28.0,0.0,64.86,0.0,1.01,0.99,0,0,0
402,0.88,260.0,704.06,0.88,0.12,0.75,0.62,24,8.0,0.0,120.51,642.54,0.63,0.46,0,1,0
403,1.0,1063.14,603.99,1.0,0.92,0.83,0.0,0,38.0,0.25,138.93,0.0,0.01,8.0,0,1,0
404,1.0,0.0,0.0,0.0,0.0,0.0,0.25,4,0.0,0.0,0.0,340.6,0.69,0.0,1,0,0
405,1.0,518.39,570.44,0.42,0.08,0.33,0.0,0,6.0,0.0,90.74,0.0,0.37,6.9,0,1,0
406,0.36,330.0,318.64,0.33,0.08,0.25,0.0,0,5.0,0.0,54.05,0.0,0.06,0.0,0,1,0
407,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,10.01,0.89,0.66,1,0,0
408,1.0,0.0,0.0,0.0,0.0,0.0,0.33,10,0.0,0.0,0.0,180.93,0.67,6.11,1,0,0
409,0.36,97.92,1800.0,0.25,0.17,0.17,0.0,0,5.0,1.0,158.16,0.0,0.01,22.37,0,1,0
410,1.0,0.0,0.0,0.0,0.0,0.0,0.09,1,0.0,0.0,0.0,6.93,0.21,2.75,1,0,0
411,1.0,279.99,983.3,1.0,1.0,0.58,0.0,0,25.0,0.4,105.27,0.0,0.01,7.54,0,1,0
412,0.12,0.0,200.0,0.12,0.0,0.12,0.0,0,2.0,0.0,25.0,0.0,0.01,0.0,0,0,0
413,1.0,340.0,0.0,0.08,0.08,0.0,0.25,8,1.0,0.0,28.33,292.51,0.78,1.08,0,0,1
414,1.0,0.0,1277.58,1.0,0.0,1.0,0.0,0,20.0,0.0,106.46,0.0,0.05,3.19,0,0,0
415,1.0,290.0,3827.24,1.0,0.17,1.0,0.0,0,116.51000000000022,0.0,343.1,0.0,0.11,22.84,0,1,0
416,1.0,226.23,0.0,0.17,0.17,0.0,0.0,0,5.0,0.0,18.85,0.0,0.62,0.38,0,0,1
417,1.0,2267.0,1703.8,1.0,0.58,0.92,0.0,0,64.0,0.0,330.9,0.0,0.85,2.08,0,1,0
418,0.55,1028.0,318.9,0.58,0.08,0.42,0.0,0,14.0,0.33,112.24,0.0,0.02,13.88,0,1,0
419,1.0,67.9,982.93,1.0,0.08,1.0,0.25,4,24.0,0.0,87.57,340.29,0.28,4.76,0,1,0
420,1.0,64.99,1300.0,0.5,0.08,0.42,0.17,2,7.0,0.2,113.75,23.73,0.23,7.03,0,1,0
421,1.0,0.0,0.0,0.0,0.0,0.0,0.25,3,0.0,0.0,0.0,9.58,0.97,0.69,1,0,0
422,1.0,0.0,0.0,0.0,0.0,0.0,0.17,4,0.0,0.0,0.0,251.43,0.83,0.0,1,0,0
423,1.0,2643.53,3886.2405000000003,0.92,0.75,1.0,0.0,0,85.0,0.0,629.46,0.0,0.45,3.94,0,1,0
424,0.91,0.0,570.16,0.83,0.0,0.83,0.33,7,20.0,0.0,47.51,234.75,0.19,16.87,0,0,0
425,1.0,431.01,135.27,0.5,0.33,0.33,0.08,2,17.0,0.0,47.19,324.06,0.88,1.51,0,1,0
426,1.0,0.0,0.0,0.0,0.0,0.0,0.08,3,0.0,0.0,0.0,234.97,0.08,1.57,1,0,0
427,1.0,0.0,0.0,0.0,0.0,0.0,0.09,2,0.0,0.0,0.0,3.6,0.92,0.57,1,0,0
428,1.0,137.34,0.0,0.08,0.08,0.0,0.67,16,1.0,0.0,11.44,401.26,0.68,1.09,0,0,1
429,1.0,0.0,0.0,0.0,0.0,0.0,0.42,14,0.0,0.0,0.0,425.44,0.86,1.09,1,0,0
